part_number,machine_id,production_date,shift_name,operator_id,material_lot,scheduled_start_timestamp,actual_start_timestamp,end_timestamp,cycle_time_sec,ideal_cycle_time_sec,takt_time_sec,maintenance_performed,maintenance_duration_min,unplanned_downtime_min,downtime_reason,total_downtime_min,tool_id,tool_wear,tool_replaced,machine_deterioration,bore_offset_drift_before_correction_mm,bore_inspected,measured_bore_deviation_mm,offset_correction_performed,bore_offset_correction_mm,bore_offset_after_correction_mm,material_hardness_effect,material_machinability_effect,residual_stress_effect,operator_setup_bias_mm,operator_seating_error,spindle_speed_rpm,feed_rate_mm_rev,coolant_flow_l_min,cutting_force_n,spindle_load_pct,temperature_c,vibration_mm_s,bore_diameter_mm,surface_roughness_um,flatness_mm,burr_height_mm,bore_lsl_mm,bore_usl_mm,roughness_usl_um,flatness_usl_mm,burr_usl_mm,bore_pass,roughness_pass,flatness_pass,burr_pass,first_pass_good,defect_count,defect_type,disposition,good_after_disposition,scrap_unit,rework_unit
764,CNC-04,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:12:50.947727,2026-07-21 11:12:50.947727,2026-07-21 11:14:29.229534,98.28180677081613,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.42289582527484815,False,0.022443407084195656,0.0003598610380449785,False,,False,0.0,0.0003598610380449785,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2436.0144436919,0.18459802928316682,11.541945544547433,406.4113065139457,62.37313644022415,45.49223913525276,2.4129914540238824,25.008197250747696,0.8963937123997952,0.01110010902332992,0.05588718403524302,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
765,CNC-05,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:17:25.040232,2026-07-21 11:17:25.040232,2026-07-21 11:19:15.334580,110.29434773468567,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.41669317024130814,False,0.02747634766299447,-0.006582280978114263,False,,False,0.0,-0.006582280978114263,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2434.512926998242,0.17686970134018457,11.605993910656823,419.14267725779854,62.14475345065276,45.264912183569194,2.6772008405906793,24.99305836325039,0.9259753220987801,0.017449219727613395,0.04432442407875601,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
766,CNC-01,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:42:50.824666,2026-07-21 10:42:50.824666,2026-07-21 10:44:28.441210,97.61654373478848,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.4396047425313498,False,0.029173186291918188,0.004395678715114375,False,,False,0.0,0.004395678715114375,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2395.4962248060697,0.1758253788990744,12.098301241851653,409.8295528428718,61.67056859089342,45.153138582761,2.7876413281656873,25.01250325813639,1.1609007153486774,0.003704014654938484,0.05470844516385838,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
767,CNC-02,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:41:07.209302,2026-07-21 10:41:07.209302,2026-07-21 10:42:44.819922,97.61062045378998,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.4437683689586412,False,0.025924032661662797,0.014636297691442528,False,,False,0.0,0.014636297691442528,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2466.245983890508,0.17868824197972655,12.10430035719644,414.67449399591555,67.66189751695495,42.18761088114388,2.659812698778433,25.030549121819675,0.6874697006421423,0.013721518665892753,0.06066890635703759,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
768,CNC-03,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:35:08.450231,2026-07-21 11:35:08.450231,2026-07-21 11:36:50.988268,102.53803712769377,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.4361173471786337,False,0.031552944520110836,-0.006660396070779113,False,,False,0.0,-0.006660396070779113,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2341.207977302734,0.1764610200233795,12.351358130812299,413.7580427658932,64.66391017954213,43.713656819357546,2.9734827346474506,24.98857672437149,1.1465506401594512,0.01810908979870961,0.05874785710473966,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
769,CNC-04,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:14:29.229534,2026-07-21 11:14:29.229534,2026-07-21 11:16:07.614627,98.38509283002735,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.42626813221931453,False,0.0225677297108099,0.00035271140391328093,False,,False,0.0,0.00035271140391328093,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2414.536740219201,0.18517547951277763,11.657778594547267,403.1352229364153,63.34577416587175,44.41233933945088,2.337271255660424,25.00215405626873,0.9316444476107439,0.01268904884934961,0.05681630291615918,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
770,CNC-05,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:19:15.334580,2026-07-21 11:19:15.334580,2026-07-21 11:20:55.367656,100.03307606678557,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.419595131848162,False,0.027643002297290522,-0.006528201248819731,False,,False,0.0,-0.006528201248819731,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2468.7700570880215,0.180816012546608,12.35581712866673,420.23681949509887,64.79348864291211,44.4009160387537,2.752361373826501,25.001170767512992,0.7998200577280832,0.02286337782244562,0.03933482079612085,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
771,CNC-01,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:44:28.441210,2026-07-21 10:44:28.441210,2026-07-21 10:46:08.031446,99.59023555790891,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.442742386455312,False,0.02937122452841598,0.004340707876913854,False,,False,0.0,0.004340707876913854,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2351.5646190522866,0.17100801355684286,12.355852256344335,414.9913736604964,64.93487917889676,43.096249440844375,2.5532885679014585,25.006360551666944,0.9593171110154731,0.0075380198539026725,0.04520764839322214,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
772,CNC-02,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:42:44.819922,2026-07-21 10:42:44.819922,2026-07-21 10:44:19.078295,94.25837323254815,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.4467430843486501,False,0.026120918688885993,0.014951032130855201,False,,False,0.0,0.014951032130855201,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2389.2418833543993,0.18051161910750865,12.059186004149085,385.31796782731317,63.957572083286614,44.34015207487502,2.6130789559719863,25.029159534418287,0.8867185145018078,0.008751707453901757,0.049905956565363334,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
773,CNC-03,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:36:50.988268,2026-07-21 11:36:50.988268,2026-07-21 11:38:44.352491,113.3642226541189,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.43830673231739975,False,0.03177069991283133,-0.006781259691885338,False,,False,0.0,-0.006781259691885338,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2433.0135840655794,0.18394846031231982,12.267744776800352,424.2085825072534,63.81819204850892,44.05170845065855,2.560905673639281,24.991769104330444,0.8774427384477759,0.01425750646436399,0.04886197143065575,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
774,CNC-04,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:16:07.614627,2026-07-21 11:16:07.614627,2026-07-21 11:17:38.708021,91.09339412298914,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.42795724616774944,False,0.02273718257873432,0.0004557907539281965,False,,False,0.0,0.0004557907539281965,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2426.2903801673074,0.17621050642074612,11.835911562559364,390.9908219556844,60.78685331318549,42.61400432623059,2.3133399445510188,25.004213936921385,0.8116182111004964,0.023587305235612137,0.048166924957365666,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
775,CNC-05,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:20:55.367656,2026-07-21 11:20:55.367656,2026-07-21 11:22:43.717763,108.35010736584857,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.4227359304255719,False,0.027869657014935552,-0.006702167573471225,False,,False,0.0,-0.006702167573471225,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2400.48392048387,0.18060424333404457,11.638485561417012,410.0054871672317,66.26393542269948,43.50077361678594,2.4211091033290084,24.996235331394974,0.7737002321835187,0.009467926224288452,0.03783714315070113,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
776,CNC-01,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:46:08.031446,2026-07-21 10:46:08.031446,2026-07-21 10:47:44.150031,96.11858488691809,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.4456833554761545,False,0.02956825589821586,0.004412083058712347,False,,False,0.0,0.004412083058712347,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2404.5462091775157,0.1766916406814793,12.02779985151428,416.0043389647089,61.611083730261065,44.56496307057769,2.974615593004151,25.0122425744511,0.9645570724337427,0.014983799969942601,0.05083029972445201,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
777,CNC-02,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:44:19.078295,2026-07-21 10:44:19.078295,2026-07-21 10:45:53.964451,94.88615637919307,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.44913270214737505,False,0.026259344426300634,0.015132894956509598,False,,False,0.0,0.015132894956509598,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2381.4328106038183,0.18653768453071412,11.318644214292588,421.1487962272956,67.95755461745239,45.460640689744785,2.3121151920823957,25.030002956165575,0.8375116307125716,0.017248573685569927,0.04628510633563067,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
778,CNC-03,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:38:44.352491,2026-07-21 11:38:44.352491,2026-07-21 11:40:32.067911,107.71541958838057,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.4420983148189098,False,0.03199742684351067,-0.006508282836141676,False,,False,0.0,-0.006508282836141676,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2368.6168567348523,0.17528744715854536,11.432491498866952,421.10139523137383,64.09859197475691,43.31610749195857,2.570532028483333,24.98667789229056,0.9620785351192814,0.03545725122553591,0.047613559797867855,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
779,CNC-04,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:17:38.708021,2026-07-21 11:17:38.708021,2026-07-21 11:19:12.218549,93.51052811036091,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.4310308909658509,False,0.022905423041802705,0.0004964364115700008,False,,False,0.0,0.0004964364115700008,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2384.9648691474945,0.1851437603308982,11.968268361023043,422.75549681826516,64.84742143410806,43.953362000480816,2.2013886675307504,25.006309159123756,0.8781070740930335,0.011702711519396187,0.0471834609837399,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
780,CNC-05,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:22:43.717763,2026-07-21 11:22:43.717763,2026-07-21 11:24:24.040507,100.3227435922431,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.425312722437635,False,0.028048267267483985,-0.006712023696470546,False,,False,0.0,-0.006712023696470546,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2433.878835857816,0.1740181109747169,11.467585511537308,410.9129853435061,68.39477395191473,43.726086897335776,2.7076938980263967,24.998042305844837,0.8731942651698067,0.022279451293577845,0.0367872895009322,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
781,CNC-01,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:47:44.150031,2026-07-21 10:47:44.150031,2026-07-21 10:49:19.301936,95.15190541974704,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.44841493965228335,False,0.02978024111204966,0.0043418206007638654,False,,False,0.0,0.0043418206007638654,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2439.446175660458,0.182295230914409,11.91960197814971,407.27565039392147,62.48097590227175,42.96467987124176,2.7848928849161396,25.013257132331834,1.1987397854477195,0.019784982568959886,0.03432306260069255,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
782,CNC-02,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:45:53.964451,2026-07-21 10:45:53.964451,2026-07-21 10:47:39.369970,105.40551929097556,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.4521307934436281,False,0.026399670672713437,0.015045598459113595,False,,False,0.0,0.015045598459113595,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2394.9390133078464,0.18291025936387661,11.233714482571568,434.47852656912835,62.302067639563965,45.6666032558954,2.484321191890028,25.036113338328736,0.9254164349111741,0.017913612696817,0.04788024735232074,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
783,CNC-03,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:40:32.067911,2026-07-21 11:40:32.067911,2026-07-21 11:42:18.837786,106.76987488839504,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.4448494497174622,False,0.03217949787303618,-0.006800094850880949,False,,False,0.0,-0.006800094850880949,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2438.988816710525,0.18161299593573407,11.694934819687122,416.5752106659925,65.0942088445375,44.63473862985312,2.744061826682592,24.995747701866883,0.9559637516676722,0.0,0.059412293025383,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
784,CNC-04,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:19:12.218549,2026-07-21 11:19:12.218549,2026-07-21 11:20:54.515185,102.2966357112687,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.43342137965862654,False,0.023078824791886617,0.0005652481986785955,False,,False,0.0,0.0005652481986785955,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2375.4830727957087,0.17661418919335584,12.196842386201524,437.1542207419325,66.6502886349589,45.06175729429355,2.296102628584967,25.008306567168805,0.8483858456107395,0.010673903612291872,0.037413768277440154,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
785,CNC-05,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:24:24.040507,2026-07-21 11:24:24.040507,2026-07-21 11:26:04.706797,100.66628982558339,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.4278501468468653,False,0.028168461478984153,-0.0067584222187464845,False,,False,0.0,-0.0067584222187464845,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2350.831814323967,0.18002216825191267,12.064228169409969,409.3699050814731,64.16467387900173,44.240679790284275,2.6312485131252994,24.99069730245728,0.8949525270912839,0.02397127772470882,0.057184945435862305,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
786,CNC-01,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:49:19.301936,2026-07-21 10:49:19.301936,2026-07-21 10:50:56.075990,96.77405383786203,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.4517465639134014,False,0.029962392132735886,0.004524820556724583,False,,False,0.0,0.004524820556724583,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2443.3544881317544,0.18589548871093176,12.152362170204563,443.8269353993348,63.843307185884036,46.89535559941613,2.9583758302888596,25.021837811707456,1.1128034709032664,0.021935743105920544,0.058271987122937324,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
787,CNC-02,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:47:39.369970,2026-07-21 10:47:39.369970,2026-07-21 10:49:14.038384,94.66841382898937,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.45537353921135065,False,0.026617540934721746,0.015186962768468934,False,,False,0.0,0.015186962768468934,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2395.0367498419523,0.17601172053708602,11.85409296673247,449.89577568975164,69.22410917800309,42.743426876290265,2.619904579127844,25.039428022957182,0.8895442675242274,0.01738908257125502,0.045528499034717514,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
788,CNC-03,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:42:18.837786,2026-07-21 11:42:18.837786,2026-07-21 11:43:59.374526,100.53674007455238,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.4471597402239827,False,0.032354920103761224,-0.0070524347040984555,False,,False,0.0,-0.0070524347040984555,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2373.4752391367883,0.179279750784136,12.340529072655702,413.4570584192736,67.41823735704395,43.13586694536039,2.664368965594364,24.988346086146148,1.0043702022884975,0.011890480166490747,0.06163196455113669,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
789,CNC-04,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:20:54.515185,2026-07-21 11:20:54.515185,2026-07-21 11:22:31.139559,96.62437396729946,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.4368553683553271,False,0.023261533574539618,0.0005996856364107316,False,,False,0.0,0.0005996856364107316,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2431.2965563624853,0.17639863641258763,12.228169539433999,435.5031430057166,62.820061170312485,46.472374469271166,2.458976858889971,25.006345554653148,0.8061572664299016,0.013641458726999706,0.022289985107061407,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
790,CNC-05,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:26:04.706797,2026-07-21 11:26:04.706797,2026-07-21 11:27:45.613251,100.9064542553807,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.4304298253885811,False,0.028368291726200284,-0.006642354874600197,False,,False,0.0,-0.006642354874600197,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2379.0255949701677,0.17821975469984797,12.10873543788497,413.5529006980265,62.280497525565025,44.03944234414393,2.5845648797179237,24.99104478035468,0.8857768430311725,0.025124844862596314,0.04724287386839414,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
791,CNC-01,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:50:56.075990,2026-07-21 10:50:56.075990,2026-07-21 10:52:49.481691,113.40570134261482,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.4543083736835899,False,0.0301461857340269,0.0042058075997252805,False,,False,0.0,0.0042058075997252805,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2453.6932187947227,0.18041838972707833,11.821822251329154,433.70322095278743,64.11147677843286,47.196732291827786,2.7685298868665433,25.00947276598071,1.1077922565295544,0.014500461120081696,0.034738632455185464,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
792,CNC-02,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:49:14.038384,2026-07-21 10:49:14.038384,2026-07-21 10:50:53.945219,99.90683541493704,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.45775582104974083,False,0.026752475736682817,0.015296422112157133,False,,False,0.0,0.015296422112157133,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2437.172946481792,0.17214246943100248,11.437556530918304,411.6643987397134,66.6978455837077,44.34831545603817,2.6444258177998288,25.036427785613633,1.0613598845615655,0.005401149019938824,0.05024742308971481,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
793,CNC-03,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:43:59.374526,2026-07-21 11:43:59.374526,2026-07-21 11:45:48.711090,109.33656360993456,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.44980336153298073,False,0.032636970273827795,-0.007086236779658865,False,,False,0.0,-0.007086236779658865,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2366.193162535458,0.17392189884939507,11.680068340668697,415.62263078978305,62.282588769124054,43.82176490329913,2.3344562815374785,24.988624311752098,0.9998698984617241,0.022001914233068978,0.04162094870637761,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
794,CNC-04,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:22:31.139559,2026-07-21 11:22:31.139559,2026-07-21 11:24:07.477024,96.33746471602208,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.4396460213522154,False,0.02340364575722395,0.0004742677255349929,False,,False,0.0,0.0004742677255349929,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2491.952408293825,0.17662293673574736,11.394887779605968,404.8666338536079,62.91164728342655,47.548105837589105,2.4276725632164395,25.004615293079734,0.8566307068318596,0.022912671755783702,0.05195531855070114,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
795,CNC-05,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:27:45.613251,2026-07-21 11:27:45.613251,2026-07-21 11:29:20.542374,94.92912300275403,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.4335086697250833,False,0.02857265554681258,-0.006860746864057428,False,,False,0.0,-0.006860746864057428,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2403.5695521762136,0.18809350668683616,12.829816042780921,413.57220511948856,63.786386273808404,43.16875270886614,2.5543741875323964,24.98856692448456,0.7728242383379743,0.009472286134277209,0.054461245160289294,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
796,CNC-01,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:52:49.481691,2026-07-21 10:52:49.481691,2026-07-21 10:54:34.373452,104.89176071059731,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.4568075937950139,False,0.0303482935436035,0.00432973002724945,False,,False,0.0,0.00432973002724945,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2346.461867049456,0.18546076244895102,12.576212604056465,405.06782798148544,62.72602947422948,42.812999244357286,2.769076867959473,25.01302608034176,0.9981723436147294,0.003826783144163494,0.038342169526598725,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
797,CNC-02,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:50:53.945219,2026-07-21 10:50:53.945219,2026-07-21 10:52:44.522953,110.57773367893293,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.46012029279668215,False,0.026953921799276078,0.01520756569093707,False,,False,0.0,0.01520756569093707,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2450.5915877620414,0.17455475975204693,12.275853334269657,415.67467875751544,64.44609841644984,43.590218133720334,2.5400017465927682,25.035765775133523,0.8618484450302887,0.01843201108154819,0.04758040480106482,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
798,CNC-03,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:45:48.711090,2026-07-21 11:45:48.711090,2026-07-21 11:47:35.265556,106.55446559131684,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.4523912326800808,False,0.03281218333721284,-0.0068438378166664135,False,,False,0.0,-0.0068438378166664135,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2471.6957917344625,0.1863029174439303,11.713567747322811,424.27214535969784,63.03163659117014,44.994119723313496,2.8328651706624575,24.997245895557658,1.071067284135769,0.01771749357879657,0.06896650082135948,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
799,CNC-04,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:24:07.477024,2026-07-21 11:24:07.477024,2026-07-21 11:25:59.641625,112.16460122034121,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.4423038622462997,False,0.023497372233741636,0.00034126462927569305,False,,False,0.0,0.00034126462927569305,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2406.845416463566,0.1772423999479969,11.753988614294629,404.25450709357006,64.40421490028992,44.24923667196266,2.4425443072998516,25.008923135579316,0.7871008452904289,0.005241621774213031,0.02665719715232141,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
800,CNC-05,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 11:29:20.542374,2026-07-21 11:29:20.542374,2026-07-21 11:31:04.363401,103.82102695643752,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.436213900078653,False,0.028822854189566,-0.007034214884473321,False,,False,0.0,-0.007034214884473321,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2372.740706298262,0.1737793879794099,11.683170778289716,428.67171432348846,66.35603835821146,43.02707270021965,2.5479689564544428,24.99996015205527,0.8551371777614308,0.021728803900913675,0.04582916947458077,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
801,CNC-01,2026-07-21,Shift 1,OP-A,LOT-004,2026-07-21 10:54:34.373452,2026-07-21 10:54:34.373452,2026-07-21 10:56:19.096195,104.72274311155313,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.45888408637667755,False,0.030530355360984855,0.004319065120563959,False,,False,0.0,0.004319065120563959,-0.04020128089534589,-0.7294716566891205,0.34223162971613774,0.001222734131308578,0.031224120283654087,2346.6316232590934,0.17916738807005037,12.312362186914463,398.9135137403157,63.78062692059496,44.737120713149075,2.4965491567543863,25.012121522649874,1.1513493735339964,0.019949353862658337,0.024239632828210993,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
